neighborhood,tract,hood_area,tract_area,intersect_area,neighborhood_bigger,tract_bigger,percent_tract,percent_neighborhood
Broadway East,24510080800,897059,327457,65913,TRUE,FALSE,20.128749728972046,7.347677243079886
Broening Manor,24510260604,421120,503666,4753,FALSE,TRUE,0.9436809314108954,1.128656914893617
Broening Manor,24510260605,421120,17134235,416367,FALSE,TRUE,2.4300297036897183,98.87134308510637
Brooklyn,24510250401,2210220,1212642,1021856,TRUE,FALSE,84.26691472009051,46.23322565174507
Brooklyn,24510250402,2210220,702434,688745,TRUE,FALSE,98.05120481070108,31.16183004406801
Brooklyn,24510250500,2210220,12654649,498954,FALSE,TRUE,3.942851358421715,22.574856801585362
Brooklyn,24510250600,2210220,15249738,68,FALSE,TRUE,4.459093002122397e-4,0.0030766168073766416
Burleith-Leighton,24510150400,218939,815576,33,FALSE,TRUE,0.004046220094755118,0.015072691480275327
Burleith-Leighton,24510150500,218939,970120,218569,FALSE,TRUE,22.530099369150207,99.83100315613025
Burleith-Leighton,24510150600,218939,959034,16,FALSE,TRUE,0.0016683454392649268,0.0073079716268001586
Burleith-Leighton,24510150701,218939,975454,321,FALSE,TRUE,0.03290775372288186,0.14661618076267818
Butcher's Hill,24510010300,201106,684377,226,FALSE,TRUE,0.033022734545433294,0.11237854663709686
Butcher's Hill,24510010500,201106,155242,59924,TRUE,FALSE,38.60037876347896,29.797221365846866
Butcher's Hill,24510020100,201106,174535,38745,TRUE,FALSE,22.198985876758243,19.26595924537309
Butcher's Hill,24510060300,201106,187111,62690,TRUE,FALSE,33.50417666518805,31.172615436635404
Butcher's Hill,24510060400,201106,430130,39520,FALSE,TRUE,9.187919931183595,19.651328155301183
Callaway-Garrison,24510150800,492906,1089490,43,FALSE,TRUE,0.003946800796703045,0.008723772889759913
Callaway-Garrison,24510151000,492906,1484009,265759,FALSE,TRUE,17.908179802144055,53.9167711490629
Callaway-Garrison,24510151100,492906,1698800,227104,FALSE,TRUE,13.368495408523664,46.07450507804734
Cameron Village,24510270805,268958,1248260,268708,FALSE,TRUE,21.526605034207616,99.90704868418118
Cameron Village,24510270901,268958,677442,143,FALSE,TRUE,0.021108818171887776,0.05316815264836889
Cameron Village,24510271002,268958,955655,107,FALSE,TRUE,0.011196509200495995,0.039783163170457846
Canton,24510010100,1477594,541584,393634,TRUE,FALSE,72.68198469674141,26.640200217380418
Canton,24510010200,1477594,355165,111564,TRUE,FALSE,31.41187898582349,7.550382581412757
Canton,24510010300,1477594,684377,199262,TRUE,FALSE,29.11582358846075,13.485571814720418
Canton,24510010400,1477594,932229,371665,TRUE,FALSE,39.868422887509396,25.153391256326163
Canton,24510010500,1477594,155242,340,TRUE,FALSE,0.2190128959946406,0.02301038038865886
Canton,24510020100,1477594,174535,1,TRUE,FALSE,5.729509840433151e-4,6.767758937840842e-5
Canton,24510020300,1477594,1046842,372,TRUE,FALSE,0.03553544852040709,0.02517606324876793
Canton,24510260605,1477594,17134235,58589,FALSE,TRUE,0.34194114881697374,3.96516228409157
Canton,24510260900,1477594,552104,146911,TRUE,FALSE,26.609298248156144,9.942582333171359
Canton,24510261100,1477594,219783,195256,TRUE,FALSE,88.84035616949446,13.214455391670512
Canton Industrial Area,24510010100,6445453,541584,10,TRUE,FALSE,0.0018464356406393098,1.551481331102717e-4
Canton Industrial Area,24510260404,6445453,4467113,15,TRUE,FALSE,3.3578734184696023e-4,2.3272219966540757e-4
Canton Industrial Area,24510260501,6445453,3221232,567,TRUE,FALSE,0.017601960988839052,0.008796899147352405
Canton Industrial Area,24510260604,6445453,503666,11,TRUE,FALSE,0.0021839870072627495,1.7066294642129886e-4
Canton Industrial Area,24510260605,6445453,17134235,5934957,FALSE,TRUE,34.63800397274813,92.07974986397387
Canton Industrial Area,24510260700,6445453,785729,398558,TRUE,FALSE,50.724613702688835,6.183552963616366
Canton Industrial Area,24510260900,6445453,552104,111334,TRUE,FALSE,20.1654036196079,1.7273262251698989
Carroll - Camden Industrial Area,24510210100,1820903,1480550,691925,TRUE,FALSE,46.73432170477187,37.99900379097624
Carroll - Camden Industrial Area,24510210200,1820903,2399225,840568,FALSE,TRUE,35.034980045639735,46.16215141608312
Carroll - Camden Industrial Area,24510230300,1820903,2023997,438,FALSE,TRUE,0.021640348281148636,0.02405399958152631
Carroll - Camden Industrial Area,24510250301,1820903,2203170,203794,FALSE,TRUE,9.250035176586465,11.19191961351044
Carroll - Camden Industrial Area,24510250303,1820903,1035405,84179,TRUE,FALSE,8.130055388954082,4.622926097655943
Carroll Park,24510200500,890909,653068,4348,TRUE,FALSE,0.6657805925263526,0.48804086612661896
Carroll Park,24510210200,890909,2399225,885987,FALSE,TRUE,36.92804968271004,99.44753055587047
Carroll Park,24510250206,890909,2567703,535,FALSE,TRUE,0.020835743074646872,0.060051026535819035
Carroll Park,24510250303,890909,1035405,40,FALSE,TRUE,0.0038632226037154543,0.0044897963765098345
Carroll-South Hilton,24510200200,1256462,926856,15010,TRUE,FALSE,1.6194532915576962,1.1946242703718855
Carroll-South Hilton,24510200400,1256462,387906,1548,TRUE,FALSE,0.3990657530432631,0.12320308930950559
Carroll-South Hilton,24510200500,1256462,653068,15,TRUE,FALSE,0.0022968511701691096,0.0011938283847820308
Carroll-South Hilton,24510200600,1256462,1801025,1239430,FALSE,TRUE,68.8180341749837,98.64444766335949
Carroll-South Hilton,24510200701,1256462,1203687,1,TRUE,FALSE,8.307807594499234e-5,7.958855898546871e-5
Carroll-South Hilton,24510200702,1256462,288172,365,TRUE,FALSE,0.1266604666657413,0.02904982402969608
Carroll-South Hilton,24510200800,1256462,1067263,93,TRUE,FALSE,0.008713878397358477,0.007401735985648591
Carrollton Ridge,24510190300,577274,352924,129942,TRUE,FALSE,36.81869184300302,22.509588167837112
Carrollton Ridge,24510200300,577274,244147,189573,TRUE,FALSE,77.64707327962253,32.83934492112931
Carrollton Ridge,24510200400,577274,387906,33,TRUE,FALSE,0.008507215665650956,0.005716522829713446
Carrollton Ridge,24510200500,577274,653068,248241,FALSE,TRUE,38.011508755596665,43.002283144572594
Carrollton Ridge,24510210200,577274,2399225,9484,FALSE,TRUE,0.3952943137888277,1.6428940156667369
Cedarcroft,24510270804,346331,721486,2888,FALSE,TRUE,0.40028496741447517,0.833884347632756
Cedarcroft,24510271200,346331,3600399,339604,FALSE,TRUE,9.432399020219703,98.05763850189558
Cedmont,24510260101,973835,1635745,966205,FALSE,TRUE,59.06819216931735,99.21649971504412
Cedmont,24510270401,973835,1457280,164,FALSE,TRUE,0.011253842775581906,0.016840635220545574
Cedmont,24510270502,973835,1539773,209,FALSE,TRUE,0.013573429330167497,0.02146154122618308
Cedonia,24510260102,730931,1451520,302539,FALSE,TRUE,20.842909501763668,41.390911043586875
Cedonia,24510260203,730931,853289,14724,FALSE,TRUE,1.725558398151154,2.0144172295332936
Cedonia,24510260402,730931,1338500,1270,FALSE,TRUE,0.09488233096750094,0.17375101069731616
Cedonia,24510260403,730931,1706889,412185,FALSE,TRUE,24.148318959229336,56.391779798640364
Central Forest Park,24510150900,386799,1465321,543,FALSE,TRUE,0.03705672681958424,0.14038298961476114
Central Forest Park,24510151000,386799,1484009,194403,FALSE,TRUE,13.099853168006392,50.25943707196762
Central Forest Park,24510280102,386799,3498687,8,FALSE,TRUE,2.2865720768962757e-4,0.0020682576738823007
Central Forest Park,24510280200,386799,2413233,191845,FALSE,TRUE,7.949708958894562,49.59811168074374
Central Park Heights,24510151200,1147004,779695,23141,TRUE,FALSE,2.9679554184649124,2.017516939783994
Central Park Heights,24510151300,1147004,927385,173103,TRUE,FALSE,18.665710573278627,15.091752077586479
Central Park Heights,24510271600,1147004,850299,335596,TRUE,FALSE,39.467998903914975,29.25848558505463
Central Park Heights,24510271700,1147004,1734102,253795,FALSE,TRUE,14.635528936590811,22.12677549511597
Central Park Heights,24510271802,1147004,530270,361357,TRUE,FALSE,68.14585022724272,31.504423698609596
Central Park Heights,24510280101,1147004,1408317,12,FALSE,TRUE,8.520808880387016e-4,0.0010462038493326963
Charles North,24510120400,359501,281027,934,TRUE,FALSE,0.3323524074199276,0.25980456243515315
Charles North,24510120500,359501,534550,194196,FALSE,TRUE,36.32887475446637,54.018208572437906
Charles North,24510120600,359501,504968,133282,FALSE,TRUE,26.39414774797611,37.07416669216497
Charles North,24510120700,359501,1043796,31089,FALSE,TRUE,2.978455560281894,8.647820172961966
Cherry Hill,24510250203,3033587,1284883,309130,TRUE,FALSE,24.058999924506743,10.190246727718703
Cherry Hill,24510250204,3033587,861730,854813,TRUE,FALSE,99.19731238322909,28.178291903281494
Cherry Hill,24510250205,3033587,2330529,950909,TRUE,FALSE,40.8022813704528,31.346026997082994
Cherry Hill,24510250207,3033587,1297638,758247,TRUE,FALSE,58.432860320058445,24.995063599626448
Cherry Hill,24510250301,3033587,2203170,151666,TRUE,FALSE,6.883989887298755,4.999559926911607
Cheswolde,24510271501,2215221,3646622,637039,FALSE,TRUE,17.469290757309093,28.757356489487957
Cheswolde,24510271900,2215221,1398991,762,TRUE,FALSE,0.05446782716972446,0.03439837379656476
Cheswolde,24510272003,2215221,1934712,928413,TRUE,FALSE,47.987142272338204,41.91062652439644
Cheswolde,24510272004,2215221,708923,648824,TRUE,FALSE,91.52249256971491,29.289357585541126
Cheswolde,24510272005,2215221,927828,66,TRUE,FALSE,0.0071133873950775355,0.0029793867067890744
Chinquapin Park,24510270804,297156,721486,1052,FALSE,TRUE,0.14581017511081296,0.3540228028375668
Chinquapin Park,24510270805,297156,1248260,296104,FALSE,TRUE,23.721340105426755,99.64597719716244
Orchard Ridge,24510260203,718974,853289,16,FALSE,TRUE,0.0018750974171705013,0.002225393407828378
Orchard Ridge,24510260302,718974,896864,201,FALSE,TRUE,0.022411424697613015,0.027956504685843993
Orchard Ridge,24510260303,718974,1218864,710787,FALSE,TRUE,58.315529870436734,98.86129401063182
Orchard Ridge,24510260401,718974,1341148,7970,FALSE,TRUE,0.5942670011065146,1.1085240912745107
Clifton Park,24510080101,1451204,2325850,1362735,FALSE,TRUE,58.59083775823892,93.90375164346294
Clifton Park,24510080102,1451204,365636,776,TRUE,FALSE,0.21223293111181613,0.05347284048279911
Clifton Park,24510080200,1451204,856268,77184,TRUE,FALSE,9.014000289628948,5.3186181956499565
Clifton Park,24510080500,1451204,348376,7570,TRUE,FALSE,2.1729395825200357,0.5216358279056562
Clifton Park,24510090200,1451204,2027050,4,FALSE,TRUE,1.97331096914235e-4,2.756331983649439e-4
Clifton Park,24510090600,1451204,397272,2207,TRUE,FALSE,0.5555387744416923,0.1520806171978578
Clifton Park,24510090700,1451204,435084,728,TRUE,FALSE,0.16732401099557787,0.05016524210241978
Coldspring,24510130803,1683227,693567,30,TRUE,FALSE,0.004325465311930931,0.0017822908021318572
Coldspring,24510130805,1683227,1638720,1636949,TRUE,FALSE,99.8919278461238,97.2506382086314
Coldspring,24510130806,1683227,1407180,3911,TRUE,FALSE,0.2779317500248724,0.23235131090458983
Coldspring,24510271501,1683227,3646622,485,FALSE,TRUE,0.013299980091163822,0.028813701301131697
Coldspring,24510271503,1683227,744432,27423,TRUE,FALSE,3.683748146237668,1.6291920222287308
Coldspring,24510271600,1683227,850299,985,TRUE,FALSE,0.11584160395343285,0.05851854800332932
Coldspring,24510271700,1683227,1734102,13445,FALSE,TRUE,0.7753292482218462,0.798763327822094
Coldstream Homestead Montebello,24510080101,1333219,2325850,401,FALSE,TRUE,0.017241008663499365,0.03007757915241232
Coldstream Homestead Montebello,24510080500,1333219,348376,263,TRUE,FALSE,0.07549314533722185,0.019726691563801597
Coldstream Homestead Montebello,24510090200,1333219,2027050,9778,FALSE,TRUE,0.4823758664068474,0.7334128901553308
Coldstream Homestead Montebello,24510090400,1333219,352238,16,TRUE,FALSE,0.004542383274944782,0.0012001029088244317
Coldstream Homestead Montebello,24510090500,1333219,741594,409197,TRUE,FALSE,55.17803542099855,30.69240687388944
Coldstream Homestead Montebello,24510090600,1333219,397272,392973,TRUE,FALSE,98.91786987253066,29.47550252434146
Coldstream Homestead Montebello,24510090700,1333219,435084,434357,TRUE,FALSE,99.83290582967886,32.579568698015855
Coldstream Homestead Montebello,24510090800,1333219,846051,86235,TRUE,FALSE,10.192647960938524,6.468179646404678
Concerned Citizens Of Forest Park,24510150800,206916,1089490,28761,FALSE,TRUE,2.6398590166040994,13.899843414719015
Concerned Citizens Of Forest Park,24510150900,206916,1465321,178069,FALSE,TRUE,12.15221784168793,86.05859382551373
Concerned Citizens Of Forest Park,24510151000,206916,1484009,86,FALSE,TRUE,0.005795113102413799,0.04156275976724855
Coppin Heights/Ash-Co-East,24510150200,497202,420326,10271,TRUE,FALSE,2.4435795073347832,2.0657599929203823
Coppin Heights/Ash-Co-East,24510150300,497202,399171,331367,TRUE,FALSE,83.0137960924015,66.64635299133954
Coppin Heights/Ash-Co-East,24510150400,497202,815576,2249,FALSE,TRUE,0.27575603009406846,0.4523312456506611
Coppin Heights/Ash-Co-East,24510150600,497202,959034,113383,FALSE,TRUE,11.82262568376095,22.804212372436155
Coppin Heights/Ash-Co-East,24510160500,497202,1048117,39763,FALSE,TRUE,3.7937558497763133,7.997353188442524
Coppin Heights/Ash-Co-East,24510160700,497202,968116,170,FALSE,TRUE,0.01755987918803119,0.03419133470903174
Cross Country,24510272003,1534367,1934712,561209,FALSE,TRUE,29.007366471082,36.57593000892225
Cross Country,24510272004,1534367,708923,54986,TRUE,FALSE,7.756272542998323,3.5836276457979084
Cross Country,24510272005,1534367,927828,917867,TRUE,FALSE,98.92641739632776,59.820564441232115
Cross Country,24510272006,1534367,736775,12,TRUE,FALSE,0.0016287197584065691,7.820814707302752e-4
Cross Country,24510272007,1534367,802300,86,TRUE,FALSE,0.010719182350741617,0.005604917206900304
Cross Keys,24510130803,720584,693567,619,TRUE,FALSE,0.08924876760284153,0.08590254571292175
Cross Keys,24510271300,720584,2864892,2345,FALSE,TRUE,0.08185299829801612,0.3254304841628457
Cross Keys,24510271400,720584,1717443,1392,FALSE,TRUE,0.08105072482754887,0.19317664560967215
Cross Keys,24510271501,720584,3646622,38,FALSE,TRUE,0.0010420602958025264,0.005273500383022659
Cross Keys,24510271503,720584,744432,716190,FALSE,TRUE,96.20623508930298,99.39021682413154
Curtis Bay,24510250500,1323858,12654649,1323858,FALSE,TRUE,10.461435951325083,100
Curtis Bay Industrial Area,24510250500,1084708,12654649,1084305,FALSE,TRUE,8.568432044223432,99.96284714411621
Curtis Bay Industrial Area,24510250600,1084708,15249738,403,FALSE,TRUE,0.0026426683527284206,0.03715285588379545
Cylburn,24510130805,572255,1638720,610,FALSE,TRUE,0.03722417496582699,0.106595835772514
Cylburn,24510271600,572255,850299,193815,FALSE,TRUE,22.79374667028892,33.86864247581934
Cylburn,24510271700,572255,1734102,377830,FALSE,TRUE,21.78822237676907,66.02476168840813
Darley Park,24510080200,134595,856268,257,FALSE,TRUE,0.030013967589586438,0.19094319997028122
Darley Park,24510080500,134595,348376,134323,FALSE,TRUE,38.55690403472111,99.79791225528437
Darley Park,24510090800,134595,846051,16,FALSE,TRUE,0.001891138950252408,0.011887514395036963
Dickeyville,24510280200,552025,2413233,11,FALSE,TRUE,4.558200555023075e-4,0.0019926633757529097
Dickeyville,24510280301,552025,3181171,542137,FALSE,TRUE,17.042057783124516,98.20877677641411
Dickeyville,24510280302,552025,1006762,139,FALSE,TRUE,0.013806639503676141,0.02518001902087768
Dolfield,24510151000,440465,1484009,299782,FALSE,TRUE,20.20082088450946,68.06034531688103
Dolfield,24510151100,440465,1698800,140633,FALSE,TRUE,8.278372969154697,31.92830304337462
Dolfield,24510280102,440465,3498687,51,FALSE,TRUE,0.0014576896990213756,0.011578672539248294
Dorchester,24510151000,493610,1484009,465280,FALSE,TRUE,31.352909584780146,94.26065112133061
Dorchester,24510280102,493610,3498687,28189,FALSE,TRUE,0.805702253445364,5.710783817183607
Dorchester,24510280200,493610,2413233,141,FALSE,TRUE,0.005842784347802305,0.028565061485788378
Downtown,24510030200,1055086,597950,11293,TRUE,FALSE,1.8886194497867714,1.070339289877792
Downtown,24510040100,1055086,1189603,991665,FALSE,TRUE,83.36100362894176,93.98902080020018
Downtown,24510040200,1055086,435698,31587,TRUE,FALSE,7.249746383963204,2.9937843929310026
Downtown,24510110100,1055086,313921,2062,TRUE,FALSE,0.6568531573230207,0.1954343058290983
Downtown,24510110200,1055086,720076,859,TRUE,FALSE,0.11929296352051728,0.08141516426149148
Downtown,24510170100,1055086,282139,633,TRUE,FALSE,0.22435749754553605,0.05999510940340408
Downtown,24510280500,1055086,923979,16986,TRUE,FALSE,1.8383534690723489,1.6099161584932413
Druid Heights,24510130300,234445,359731,1083,FALSE,TRUE,0.3010582907783872,0.46194203331271727
Druid Heights,24510140200,234445,395228,674,FALSE,TRUE,0.17053447630228627,0.28748747040883793
Druid Heights,24510140300,234445,389281,232314,FALSE,TRUE,59.67771352827393,99.0910448079507
Druid Heights,24510150100,234445,369347,375,FALSE,TRUE,0.10153053903240042,0.15995222760135638
Druid Hill Park,24510120700,2524607,1043796,2182,TRUE,FALSE,0.20904467922850828,0.08642929374750209
Druid Hill Park,24510130100,2524607,311269,133,TRUE,FALSE,0.042728315379944676,0.005268146685800998
Druid Hill Park,24510130400,2524607,2803632,2492545,FALSE,TRUE,88.90414291176589,98.73002015759285
Druid Hill Park,24510130600,2524607,875943,13968,TRUE,FALSE,1.594624307746052,0.5532742323854762
Druid Hill Park,24510130804,2524607,737980,9554,TRUE,FALSE,1.2946150302176211,0.3784351386176145
